CHARACTER,CHARACTER,CHINESE,ENGLISH,ENGLISH->SPANISH,CHINESE->SPANISH,SPANISH
,,浇灌,Watering,Riego,agua,Nutrir
,,霜棱,Frost Edge,Borde de escarcha,Borde de escarcha,Filo Helado
,,寒焰,Frigid Flame,Llama gélida,Llama fría,Llama Gélida
,,冰之语,Words of Ice,Palabras de hielo,Lenguaje de hielo,Palabra Helada
,,凛冽寒焰,Biting Frostflame,Llama de escarcha mordaz,Llama fría y mordaz,Llama Glacial
,,冰之怒,Fury of Ice,Furia de hielo,Furia de hielo,Furia Helada
,,冷冽之灵,Frigid Spirit,Espíritu Frígido,Espíritu frío,Espíritu Helado
,,霜寒彻骨,Bone-Chilling Frost,Escarcha que hiela los huesos,La escarcha enfría los huesos,Frío Penetrante
,,「矛盾」合形,"""Paradox"" Unification","Unificación ""Paradox""",Contradicción,Contradicción: Fusión
,,「矛盾」黯翼,"""Paradox"" Foulwing","""Paradoja"" Foulwing",Ala oscura,Contradicción: Alas Oscuras
,,「矛盾」银辉,"""Paradox"" Silverflare","""Paradoja"" Silverflare","""Contradicción"" Yinhui",Contradicción: Brillo Plateado
,,掠夺之双翼,Twin Wings of Plunder,Alas gemelas del saqueo,Alas del saqueo,Alas Gemelas Depredadoras
,,同化之四翼,Four Wings of Seize,Cuatro alas de Seize,Cuatro alas de la asimilación,Cuatro Alas Depredadoras
,,粉碎之六翼,Six Wings of Ruin,Seis alas de ruina,Seis Alas de Aplastamiento,Seis Alas Aplastantes
,,侵食,Erosion,Erosión,Erosión,Erosión
,,万物侵食,Devour All,Devorar todo,Erosión de todas las cosas,Erosión Total
,,真理问询,Truth Inquiry,Investigación de la verdad,Investigación de la verdad,Indagación
,,深渊之视,Abyssal Vision,Visión abisal,Visión del abismo,Visión Abismal
,,忘却,Oblivion,Olvido,olvidar,Olvido
,,永恒忘却,Eternal Oblivion,Olvido eterno,Olvido eterno,Olvido Eterno
,,毁灭,Destruction,Destrucción,destruir,Destrucción
,,覆亡毁灭,Total Destruction,Destrucción total,Destrucción,Destrucción total
,,新生之始,Dawn of Rebirth,El amanecer del renacimiento,El comienzo de una nueva vida,Nuevo Amanecer
,,遗忘乃新生之始,Oblivion Seeds Rebirth,Semillas del olvido Renacimiento,Olvidar es el comienzo del renacimiento,Renacer Olvidado
,,巨物崩解,Giant's Collapse,El colapso del gigante,Colapso gigante,Colapso Masivo
,,融蚀分形,Dissolution Fractal,Fractal de disolución,Fractal de ablación,Fractal Corrosivo
,,弃用,Obsolete,Obsoleto,Deprecación,Obsoleto
,,强行融合,Forced Fusion,Fusión forzada,Integración forzada,Fusión Forzada
,,完美融合,Perfect Fusion,Fusión perfecta,Fusión perfecta,Fusión Perfecta
,,圣愈,Holy Healing,Santa Sanación,Santa Sanación,Sanación Divina
,,净化,Purify,Purificar,Purificación,Purificación
,,融合度up,Fusion Level ▲,Nivel de fusión ▲,Fusión hacia arriba,Nivel de fusión ▲
,,融合度down,Fusion Level ▼,Nivel de fusión ▼,Fusión hacia abajo,Nivel de fusión ▼
,,融蚀之芯,Dissolution Core,Núcleo de disolución,Núcleo de fusión,Núcleo Corrosivo
,,记忆消解,Memory Dissolution,Disolución de la memoria,Disolución de la memoria,Disolución de la Memoria
,,协奏曲,Concerto,Concierto,concierto,Concierto
,,狂想曲,Rhapsody,Rapsodia,Rapsodia,Rapsodia
,,休息,Rest,Descansar,descansar,Descansar
,,沉眠曲,Lullaby,Canción de cuna,Canción de cuna,Canción de cuna
,,拉蒙娜支援,Ramona: Support,Ramona: Apoyo,Soporte de Ramona,Ramona: Apoyo
,,拉蒙娜最终支援,Ramona's Final Support,El apoyo final de Ramona,El último apoyo de Ramona,Ramona: Apoyo Final
,,拉蒙娜最终支援回溯,Ramona Final Support Rewind,Rebobinado del soporte final de Ramona,El último flashback de apoyo de Ramona,Ramona: Reversión FInal
,,回答塔薇,Answer Tawil,Respuesta Tawil,Respuesta Tavi,Respuesta de Tawil
,,为了在意的人,For my loved ones,Para mis seres queridos,Para aquellos que se preocupan,Por mis seres queridos
,,为了这个世界,For this world,Para este mundo,Para este mundo,Por este mundo
,,只是为了自己而已,For myself,Para mí,Sólo para mí,Por mí
,,寻找前路,Seek the Path Forward,Busca el camino hacia adelante,Encontrar un camino a seguir,Buscar el Camino
,,回忆过往,Recall the Past,Recordar el pasado,Recordando el pasado,Rememorar
,,握紧银钥,Hold the Silver Key,Sostén la llave de plata,Sujete firmemente la llave plateada,Sujetar la Llave Plateada
,,最初的链接,The First Link,El primer enlace,Enlace inicial,Vínculo Inicial
,,污染,Polluted,Contaminado,contaminar,Contaminación
,,飞刃,Flying Blades,Cuchillas voladoras,Hoja voladora,Hoja Voladora
,,血红誓言,Crimson Vow,Voto carmesí,Juramento rojo sangre,Juramento Carmesí
,,降罪灯火,Lantern of Sin,Linterna del pecado,Luces del castigo,Llama Punitiva
,,破蛹,Chrysalis Break,Crisálida Break,Crisálida,Romper el Capullo
,,血污灯芯,Blood-Stained Wick,Mecha manchada de sangre,Mecha manchada de sangre,Mecha Ensangrentada
,,冰刺,Ice Thorn,Espina de hielo,Picos de hielo,Espina Helada
,,原初混沌之种,Primordial Chaos Seed,Semilla del Caos Primordial,Semilla del Caos Primordial,Semilla del Caos Primigenia
,,原初混沌之灵,Primordial Chaos Wraith,Espectro del Caos Primordial,Espíritu del Caos Primordial,Espíritu del Caos Primigenio
,,原初混沌之核,Primordial Chaos Core,Núcleo del Caos Primordial,El núcleo del caos primordial,Núcleo del Caos Primigenio
,,深空注目,Gaze of Deepspace,Mirada del espacio profundo,Atención del espacio profundo,Mirada al Vacío
,,真·深空注目,Gaze of Deepspace EX,Mirada de Deepspace EX,Verdadera atención del espacio profundo,Verdadera Mirada al Vacío
,,遗忘万物之影,Shadow of Forgotten All,La sombra de todo lo olvidado,La sombra de todas las cosas olvidadas,Sombra del Olvido
,,无上意志之权,Will of the Absolute,Voluntad del Absoluto,El poder de la voluntad suprema,Autoridad Absoluta
,,盲目痴愚之壁,Wall of Blind Folly,Muro de la locura ciega,Muro de ceguera y estupidez,Barrera de Ignorancia
,,亘古穿今之锁,The Timeless Lock,La cerradura atemporal,Una cerradura que perdura en el tiempo,Cerradura Temporal
,,「世界崩析之融蚀」,"""Dissolution Cataclysm""","""Cataclismo de disolución""","""El colapso del mundo""","""El colapso del mundo"""
,,万千世界之眼,Eyes of Infinite Worlds,Ojos de mundos infinitos,Ojo del mundo,Ojo de Incontables Mundos
,,终结……,The End...,El fin...,El fin...,El fin...
,,凝视-倒计时：1,Gaze - Countdown: 1,Mirada - Cuenta regresiva: 1,Cuenta regresiva de mirada: 1,Mirada – Cuenta Regresiva: 1
,,强化-倒计时：2,Enhance - Countdown: 2,Mejorar - Cuenta regresiva: 2,Cuenta regresiva de mejora: 2,Fortalecimiento – Cuenta Regresiva: 2
,,锁缚-倒计时：3,Lock - Countdown: 3,Bloqueo - Cuenta regresiva: 3,Cuenta regresiva de bloqueo: 3,Bloqueo – Cuenta Regresiva: 3
,,锁缚-倒计时：4,Lock - Countdown: 4,Bloqueo - Cuenta regresiva: 4,Cuenta regresiva de bloqueo: 4,Bloqueo – Cuenta Regresiva: 4
,,移形换影,Shadow Shift,Cambio de sombra,Cambio de forma,Cambio de forma
,,永恒的安眠,Eternal Slumber,Sueño eterno,Sueño eterno,Sueño eterno
,,侵扰,Harassment,Acoso,intrusión,Acoso
,,zzZZ…,zzZZ...,zzZZ...,zzzzz…,zzZZ...
拉蒙娜,Ramona,弱点打击,Weak Point Strike,Golpe de punto débil,Ataque de debilidad,Ataque Vulnerable
奥吉尔,Ogier,盾裂冲击,Shieldbreaker Impact,Impacto rompeescudos,Rompeescudos,Impacto Rompeescudos
奥吉尔,Ogier,重创奔袭,Severe Assault,Agresión severa,Incursión con daño pesado,Carga Devastadora
奥吉尔,Ogier,「穿刺」之枪,Piercing Strike,Golpe penetrante,Lanza perforante,Lanza Perforante
奥吉尔,Ogier,「暴怒」之枪,Furious Strike,Golpe furioso,Pistola de furia,Lanza Enfurecida
朵尔,Doll,分离,Separation,Separación,Separación,Separación
朵尔,Doll,灵肉@1分,Flesh De@1ched,Carne desnatada en 1 capa,Alma y carne @1 punto,
朵尔,Doll,自毁程序,Self-Destruct Program,Programa de autodestrucción,Programa de autodestrucción,Programa de Autodestrucción
熔毁·朵尔,Doll: Inferno,呼唤终末,Call of the End,Llamada del fin,Llamando al fin,Invocar el Fin
熔毁·朵尔,Doll: Inferno,终末狂想,Final Rhapsody,Rapsodia final,Fantasía final,Fantasía Apocalíptica
,,拉蒙娜 · 支援,Ramona: Support,Ramona: Apoyo,Soporte de Ramona,Ramona · Apoyo
,,奥吉尔 · 支援,Ogier: Support,Ogier: Apoyo,Soporte de Ogier,Ogier · Apoyo
,,萝坦 · 支援,Lotan: Support,Lotan: Apoyo,Apoyo,Lotan · Apoyo
,,朵尔 · 支援,Doll: Support,Muñeca: Apoyo,Dor · Soporte,Doll · Apoyo
,,环行·拉蒙娜·支援,Ramona: Timeworn: Support,Ramona: Desgastada por el tiempo: Apoyo,Circular de apoyo a Ramona,Ramona: Gusano del tiempo · Apoyo
,,希莱斯特·支援,Celeste: Support,Celeste: Apoyo,Soporte Celeste,Celeste· Apoyo
,,珊·支援,Sanga: Support,Sanga: Apoyo,Apoyo Shan,Sanga· Apoyo
,,奥瑞塔·支援,Aurita: Support,Aurita: Apoyo,Soporte de Orita,Aurita· Apoyo
,,凯刻斯·支援,Caecus: Support,Caecus: Apoyo,Soporte de Kekes,Caecus· Apoyo
,,戈利亚·支援,Goliath: Support,Goliat: Apoyo,Soporte de Goliat,Goliath · Apoyo
,,雷娅·支援,Leigh: Support,Leigh: Apoyo,Apoyo de Rhea,Leigh · Apoyo
,,尤乌哈希·支援,Uvhash: Support,Uvhash: Soporte,Soporte de Yuwuhashi,Uvhash · Apoyo
,,希洛·支援,Helot: Support,Helot: Apoyo,Soporte de Shiloh,Helot · Apoyo
,,艾继丝·支援,Aigis: Support,Aigis: Apoyo,Soporte de Aijisi,Aigis · Apoyo
,,菲茵特·支援,Faint: Support,Débil: Apoyo,Soporte de Fint,Faint · Apoyo
,,詹金·支援,Jenkin: Support,Jenkin: Soporte,Fondos y apoyo,Jenkin · Apoyo
,,卡茜亚·支援,Casiah: Support,Casiah: Apoyo,Soporte de Cassia,Casiah · Apoyo
,,莉兹·支援,Liz: Support,Liz: Apoyo,Soporte de Liz,Liz · Apoyo
,,汀克特·支援,Tinct: Support,Tinte: Soporte,Soporte de Tingket,Tinct · Apoyo
,,温柯尔·支援,Winkle: Support,Winkle: Apoyo,Soporte de Wenkel,Winkle · Apoyo
,,追忆微光-天真的回礼,Twilight: Innocent Return Gift,Crepúsculo: El regalo del retorno inocente,Reminiscencia del destello: regalo de retorno inocente,Recuerdo de la Luz – Obsequio Puro
,,追忆微光-未完的蜡像,Twilight: Unfinished Wax Sculpture,Crepúsculo: Escultura de cera inacabada,Reminiscencia del destello: Figura de cera inacabada,Recuerdo de la Luz – Estatua Incompleta
,,追忆微光-畸变之心,Twilight: Mutated Heart,Crepúsculo: Corazón mutado,Recuerdo del corazón distorsionado por el destello,Recuerdo de la Luz – Corazón Distorsionado
,,追忆微光-蜂蜜甜酒,Twilight: Honey Mead,Crepúsculo: Honey Mead,Recuerdos del Vino de Miel y Brillo,Recuerdo de la Luz – Hidromiel Dulce
,,追忆微光-代行者的裁决,Twilight: The Executor's Verdict,Crepúsculo: El veredicto del ejecutor,Recuerdo del destello - El juicio del agente,Recuerdo de la Luz – Veredicto del Ejecutor
,,追忆微光-乌托邦帷幕,Twilight: Utopian Veil,Crepúsculo: Velo utópico,Reminiscencia del telón de Utopía-Brillo,Recuerdo de la Luz – Telón de Utopía
,,追忆微光-丰穰之核,Twilight: Seed of Abundance,Crepúsculo: Semilla de la Abundancia,Reminiscencia del Núcleo Brillante de la Abundancia,Recuerdo de la Luz – Semilla de Abundancia
,,追忆-天真的回礼,Memories: Innocent Return Gift,Recuerdos: El regalo del retorno inocente,Recuerdo - Regalo de retorno inocente,Recuerdo – Obsequio Puro
,,追忆-未完的蜡像,Memories: Unfinished Wax Sculpture,Recuerdos: Escultura de cera inacabada,Recuerdo - Figura de cera inacabada,Recuerdo – Estatua Incompleta
,,追忆-畸变之心,Memories: Mutated Heart,Recuerdos: Corazón mutado,Recuerdo-Corazón distorsionado,Recuerdo – Corazón Distorsionado
,,追忆-蜂蜜甜酒,Memories: Honey Mead,Recuerdos: Honey Mead,Vino de hidromiel del recuerdo,Recuerdo – Hidromiel Dulce
,,追忆-代行者的裁决,Memories: The Executor's Verdict,Recuerdos: El veredicto del ejecutor,Recuerdo - El juicio del agente,Recuerdo – Veredicto del Ejecutor
,,追忆-乌托邦帷幕,Memories: Utopian Veil,Memorias: Velo Utópico,Cortina del Recuerdo-Utopía,Recuerdo – Telón de Utopía
,,追忆-丰穰之核,Memories: Seed of Abundance,Recuerdos: Semilla de Abundancia,Recuerdo-Núcleo de la Abundancia,Recuerdo – Semilla de Abundancia
,,苏醒Ⅰ,Awakening I,Despertar I,Despertar I,Despertar I
,,苏醒Ⅱ,Awakening II,Despertar II,Despertar II,Despertar II
,,苏醒Ⅲ,Awakening III,Despertar III,Despertar III,Despertar III
,,磨磨爪,Sharpening Claws,Afilando garras,Afilando garras,Afilando Garras
,,猫拳,Feline Blow,Golpe felino,Puño de gato,Puño Felino
,,抛洒银芯,Sprinkle Silvers,Espolvorear plata,Núcleo de plata disperso,Esparcir Núcleo Plateado
,,禁闭中…,In Confinement...,En confinamiento...,En confinamiento...,En Confinamiento…
,,流逝,Elapsed,Transcurrido,Paso,Fluir
,,没入火烬,Engulfed in Ashes,Envuelto en cenizas,Fuegos artificiales inmersivos,Sumergirse en las Brasas
,,再流逝,Flow Once More,Fluye una vez más,Pasando de nuevo,Fluir de Nuevo
,,无火之灰,Ashes Without Fire,Cenizas sin fuego,Cenizas sin fuego,Cenizas Apagadas
,,屏蔽,Block,Bloquear,blindaje,Bloqueo
,,物理修复,Physical Repair,Reparación física,Reparación física,Reparación Física
,,触达,Reach,Alcanzar,Alcanzar,Alcanzar
,,拨号炸弹,Dial-a-Bomb,Bomba de marcación,Bomba de marcación,Bomba Marcadora
,,银芯交融,Silver Integration,Integración de Plata,Fusión de núcleo de plata,Fusión de Núcleo Plateado
,,双螺旋,Double Helix,Doble hélice,Doble hélice,Doble Espiral
,,异体排斥,Host Rejection,Rechazo del anfitrión,Rechazo alogénico,Repulsión Extraña
,,融蚀赘生,Hyperplasia Dissolution,Disolución de la hiperplasia,Crecimiento por ablación,Proliferación Corrosiva
,,连结解除,Connection Severed,Conexión cortada,Desconectar,Ruptura de Vínculo
,,永恒共生,Eternal Symbiosis,Simbiosis eterna,Simbiosis eterna,Simbiosis Eterna
,,狂宴,Madness Feast,Fiesta de la locura,Banquete,Banquete Frenético
,,自毁,Self-Destruct,Autodestrucción,Autodestrucción,Autodestrucción
,,灵智催眠,Psychic Hypnosis,Hipnosis psíquica,Hipnosis espiritual,Hipnosis Mental
,,银钥匙研究,Silver Key Research,Investigación de Silver Key,Investigación de Silver Key,Investigación de Llave Plateada
,,指令仪研究,Command Device Study,Estudio de dispositivos de comando,Investigación de instrumentos de mando,Investigación de Ordenes
,,连击研究,Combo Research,Investigación combinada,Investigación combinada,Investigación de Combos
,,生存研究,Survival Research,Investigación de supervivencia,Investigación de supervivencia,Investigación de Supervivencia
,,狂气研究,Aliemus Research,Investigación Aliemus,Investigación de la locura,Investigación de Aliemus
,,来自深渊的癫狂,Abyssal Madness,Locura abisal,Locura del abismo,Aliemus Abismal
,,强心针,Adrenaline Shot,Inyección de adrenalina,una inyección en el brazo,Inyección de adrenalina
,,衰弱瘟疫,Weakening Plague,Plaga debilitante,Plaga debilitante,Plaga Debilitante
,,爆发式兴奋,Explosive Excitement,Emoción explosiva,Emoción explosiva,Euforia Explosiva
,,瓶装虚无,Bottled Illusion,Ilusión embotellada,Nada embotellada,Vacío Embotellado
,,回溯救援,Backtrack Rescue,Rescate de retroceso,Retrocediendo al rescate,Rescate Retroactivo
,,备用脑缸,Spare Brain Tank,Tanque de cerebro de repuesto,Tanque de repuesto para cerebros,Tanque Cerebral
,,狂乱熔毁,Frantic Meltdown,Colapso frenético,Fusión de un reactor,Colapso frenético
,,禁忌的交易,Taboo Trade,Comercio tabú,Transacciones tabú,Trato Tabú
,,以物易物,Barter,Permuta,permuta,Trueque
,,原质的污染,Primordial Pollution,Contaminación primordial,Contaminación de la sustancia original,Corrupción Primordial
,,交易完成,Transaction Completed,Transacción completada,Transacción completada,Transacción Finalizada
,,欣赏头颅藏品,Admire the Skull Collection,Admira la colección de calaveras,Admirando la colección de calaveras,Colección de Cráneos
,,跨越维度的低喃,Dimensional Whispers,Susurros dimensionales,Susurros a través de las dimensiones,Susurro Dimensional
,,请尽情挑选,Be My Guest!,¡Sé mi invitado!,Por favor elige tu opción,Elige Libremente
,,银货两讫,Transaction Complete,Transacción completada,Pago en metálico,Trato Completado
,,小店杜绝赊欠,No Credit at This Shop,No hay crédito en esta tienda,Los pequeños comercios deben dejar de vender a crédito,Pago Inmediato Obligatorio
,,你的头颅已预订,Your Head Is Reserved,Tu cabeza está reservada,Tu cabeza ha sido reservada,Tu cabeza está reservada
,,万千门扉的守护,Guardians of Myriad Gates,Guardianes de las Puertas Miríadas,Guardián de miles de puertas,Guardia de los Miles de Portales
,,死亡亦可被贩售,Death for Sale,Muerte en venta,La muerte también se puede vender,Muerte Comercializable
,,新的藏品已入库,New Collectible Added,Nuevo coleccionable añadido,Se han añadido nuevas colecciones,Colección Actualizada
,,价格好商量,Price Negotiable,Precio negociable,El precio es negociable,Precio Negociable
,,请勿贪得无厌,Please Don't Be Greedy...,"Por favor, no seas codicioso...",No seas codicioso,No Seas Codicioso
,,小店今日打折,Shop Discounts Today,Descuentos en tiendas hoy,Tienda de descuentos de hoy,Descuento en Tienda
,,您所期待之物,Here's What You Longed For,Esto es lo que anhelabas,¿Qué esperas?,
,,千年的学识,Millennial Wisdom,Sabiduría milenaria,Miles de años de conocimiento,Sabiduría Milenaria
,,托乎瓦波凝视装置,Tohuwabohu Observatory,Observatorio Tohuwabohu,Dispositivo de observación Tohuwabo,
,,融蚀发酵框体,Dissolution Fermentor Frame,Marco del fermentador de disolución,Marco de fermentación por erosión,
,,意识干扰装置,Consciousness Disruptor,Disruptor de la conciencia,Dispositivo de interferencia mental,
,,机械臂挥击,Mechanical Arm Swing,Oscilación mecánica del brazo,Balanceo de brazos robóticos,
,,机械脉冲,Mechanical Pulse,Pulso mecánico,Pulso mecánico,
,,机械飞升,Mechanical Ascension,Ascensión mecánica,Ascensión mecánica,
,,系统重启,System Reboot,Reinicio del sistema,Reinicio del sistema,
,,巢群意志,Hive Will,Voluntad de la colmena,Voluntad de la colmena,
,,失控追击,Feral Pursuit,Persecución salvaje,Persecución fuera de control,
,,咬噬,Gnaw,Roer,Morder,
,,戳刺,Stab,Puñalada,Puñalada,
,,迈向新生,To A New Life,Hacia una nueva vida,Hacia una nueva vida,
,,认知汲取,Cognition Extraction,Extracción de cognición,Adquisición cognitiva,
,,螫针,Stinging Needle,Aguja punzante,picadura,
,,毒牙,Poison Fang,Colmillo venenoso,colmillos,
,,心智寄生,Mental Parasitism,Parasitismo mental,Parasitismo mental,
,,狩猎时刻,Hunting Moment,Momento de caza,Tiempo de caza,
,,神经毒素,Neurotoxin,Neurotoxin,neurotoxinas,
,,狩猎时刻·破甲,Hunting Moment: Armor Break,Momento de caza: rotura de armadura,Hora de caza: rotura de armadura,
,,狩猎时刻·重创,Hunting Moment: Devastation,Momento de caza: Devastación,Hora de caza: golpe fuerte,
,,幼虫繁育,Larval Breeding,Reproducción larvaria,cría de larvas,
,,毒刺散射,Poison Spike Scatter,Dispersión de púas venenosas,Dispersión de aguijones,
,,散播痛楚,Spreading Pain,Propagación del dolor,Difundiendo dolor,
,,散播剧毒,Spreading Toxin,Propagación de toxinas,Esparciendo veneno,
,,拟态,Mimicry,Mimetismo,Mimetismo,
,,呼唤同族,Summon Kindreds,Invocar Kindreds,Un llamado a los compañeros de tribu,
,,虫巢干涉,Cocoon Interference,Interferencia de capullo,Interferencia de la colmena,
,,蜕变之刻,Metamorphosis Moment,Momento de metamorfosis,Momento de transformación,
,,痛楚切割,Pain Cut,Corte de dolor,corte doloroso,
,,维度撕裂,Dimension Tear,Desgarro de dimensión,Desgarro dimensional,
,,意识幽禁,Mind Incarceration,Encarcelamiento mental,Confinamiento de la Conciencia,
,,巢群捕食,Hive Predation,Depredación de la colmena,Depredación de nidos,
,,歇斯底里,Hysteria,Histeria,histeria,
,,超越,Transcend,Trascender,trascendencia,
,,引航员的抉择,Navigator's Dilemma,El dilema del navegante,Elección del piloto,
,,破浪启航,Archor Off,Archor Off,Rompiendo las olas y zarpando,
,,拢岸暂息,Harbored Rest,Descanso albergado,Descansar en la orilla,
,,赴死如归的天火,Face Death in Fiery Resolve,Enfrenta la muerte con determinación ardiente,El fuego celestial de la muerte,
,,灵魂吞噬,Soul Devour,Devorar almas,Devorador de almas,
,,记忆共鸣,Memory Resonance,Resonancia de memoria,Resonancia de memoria,
,,子嗣激励,Inspire Offsprings,Inspirar a los descendientes,Incentivos para la descendencia,
,,子嗣庇佑,Protect Offsprings,Proteger a las crías,Bendición de la descendencia,
,,黑羽,Black feather,Pluma negra,Pluma negra,
,,不屈的孤嚎鸟,The Unyielding Lone Howler,El aullador solitario e inquebrantable,El pájaro aullador inquebrantable,
,,蔽日之羽,Feather of the Sunblocker,Pluma del bloqueador solar,Pluma bloqueadora solar,
,,翱翔夙愿,Soaring aspirations,Aspiraciones en alza,Deseo Elevado,
,,穿行永夜,Traversing the Eternal Night,Atravesando la noche eterna,Caminando por la noche eterna,
,,双重黑羽,Double Onyx Plume,Doble pluma de ónix,Doble pluma negra,
,,祭灵夜特调,Soulsfeast Special Blend,Mezcla especial Soulsfeast,Especial para la Noche de Culto Espiritual,
,,蜂糖之金,Honey Gold,Miel dorada,Miel Azúcar Oro,
,,无垢之银,Pure Silver,Plata pura,Plata Inmaculada,
,,血腥之红,Bloody Red,Rojo Sangriento,Rojo Sangriento,
,,灵感之蓝,Azure Blue,Azul celeste,Inspiración Azul,
,,森然之绿,Grim Green,Verde sombrío,Mori Green,
,,残骸收取,Corpse Collection,Colección de cadáveres,Colección de restos,
,,万灵的餍飨,Pandemonium Glut,Exceso de pandemonio,Fiesta de los Fieles Difuntos,
,,制定策略,Strategy,Estrategia,Desarrollar una estrategia,
,,正面干扰,Interference,Interferencia,Interferencia positiva,
,,偷袭储备,Ambush,Emboscada,Reserva de incursión,
,,钉刺,Spiked,Claveteado,Espiga,
,,自爆,Self-Destruct,Autodestrucción,Autodestrucción,
,,海祭,Sea Ritual,Ritual del mar,Festival del Mar,
,,污浊,Fouled,Sucio,Sucio,
,,盛宴,Banquet,Banquete,banquete,
,,尸染,Corpse Tint,Tinte de cadáver,Mancha de cadáver,
,,掘墓,Grave Robber,Ladrón de tumbas,Excavación de tumbas,
,,墓碑之嚎,Tombstone Howl,Aullido de lápida,Aullido de lápida,
,,墓群的召唤,Summoning of the Tombs,Invocación de las Tumbas,Llamada de las Tumbas,
,,满月的呼唤,Call of the Full Moon,Llamada de la Luna Llena,El llamado de la luna llena,
,,撕裂之爪,Rend Claw,Garra desgarradora,Garra desgarradora,
,,蚀灵,Soul Devourer,Devorador de almas,Eclipse,
,,刺骨,Scathe,Fustigar,Mordaz,
,,饥饿意志,Hunger Will,El hambre lo hará,Voluntad hambrienta,
,,不灭之魂,Undying Soul,Alma inmortal,Alma inmortal,
,,灵魂侵吞,Soul Devouring,Devorador de almas,Devorador de almas,
,,海洋的召唤,Summon of the Sea,Invocación del mar,El llamado del océano,
,,深海的呼唤,Call of the Sea,Llamada del mar,Llamada de las profundidades,
,,怒海狂涛,Raging Sea,Mar embravecido,Mares embravecidos,
,,贪欲,Greed,Codicia,Codicia,
,,被吞食,Swallowed,Tragado,Ser tragado,
,,噬天巨浪,Sky Devouring Tides,Mareas devoradoras del cielo,Ola devoradora del cielo,
,,骸骨利刃,Skeletal Blade,Hoja esquelética,Hoja de esqueleto,
,,湍流利刃,Turbulent Blade,Cuchilla turbulenta,Cuchilla turbulenta,
,,奔腾涌流,Surging Current,Corriente de sobretensión,Flujo apresurado,
,,尸群聚爆,Corpse Detonation,Detonación de cadáver,Explosión de cadáver,
,,深渊聚爆,Abyssal Burst,Explosión abisal,Implosión abisal,
,,骨血重组,Flesh Reconstruction,Reconstrucción de la carne,Reconstitución ósea y sanguínea,
,,蹈海者的审判,Seafarer's Judgment,Sentencia del marinero,El juicio del caminante del mar,
,,蹈海者的咒怨,Seafarers' Curse,La maldición de los marineros,La maldición del caminante del mar,
,,碎裂的符印,Shattered Sigil,Sigilo destrozado,Sigilo roto,
,,受损的符印,Damaged Sigil,Sigilo dañado,Sigilo dañado,
,,完美的符印,Perfect Sigil,Sigilo perfecto,Sigilo perfecto,
,,被吞食,Being Devoured,Ser devorado,Ser tragado,
,,灵魂封存,Soul Sealing,Sellado del alma,Alma sellada,
,,噬骨之刃,Bone-Chilling Blade,Hoja escalofriante,Hoja roedora de huesos,
,,誓言,Oath,Juramento,juramento,
